ItemAnonimo,Modelo,ReglaPrecio,ErrorMonetarioMAE_USD
ITEM_3842,Bootstrap,promedio_movil_historico,5.4349
ITEM_3868,Croston,ultimo_precio_conocido,2.7577
ITEM_3868,Croston,promedio_historico,6.8707
ITEM_3868,Croston,promedio_movil_historico,5.4583
ITEM_3868,SBA,ultimo_precio_conocido,2.6199
ITEM_3868,SBA,promedio_historico,6.5271
ITEM_3868,SBA,promedio_movil_historico,5.1854
ITEM_3868,Bootstrap,ultimo_precio_conocido,1.3408
ITEM_3868,Bootstrap,promedio_historico,3.3405
ITEM_3868,Bootstrap,promedio_movil_historico,2.6538
ITEM_3906,Croston,ultimo_precio_conocido,5.8714
ITEM_3906,Croston,promedio_historico,6.4346
ITEM_3906,Croston,promedio_movil_historico,6.2791
ITEM_3906,SBA,ultimo_precio_conocido,5.5778
ITEM_3906,SBA,promedio_historico,6.1129
ITEM_3906,SBA,promedio_movil_historico,5.9651
ITEM_3906,Bootstrap,ultimo_precio_conocido,4.1378
ITEM_3906,Bootstrap,promedio_historico,4.5347
ITEM_3906,Bootstrap,promedio_movil_historico,4.4251
ITEM_3937,Croston,ultimo_precio_conocido,4.2397
ITEM_3937,Croston,promedio_historico,4.9535
ITEM_3937,Croston,promedio_movil_historico,4.2294
ITEM_3937,SBA,ultimo_precio_conocido,4.022
ITEM_3937,SBA,promedio_historico,4.7002
ITEM_3937,SBA,promedio_movil_historico,4.0122
ITEM_3937,Bootstrap,ultimo_precio_conocido,5.8996
ITEM_3937,Bootstrap,promedio_historico,6.8857
ITEM_3937,Bootstrap,promedio_movil_historico,5.8854
ITEM_3976,Croston,ultimo_precio_conocido,9.4176
ITEM_3976,Croston,promedio_historico,3.6632
ITEM_3976,Croston,promedio_movil_historico,4.1426
ITEM_3976,SBA,ultimo_precio_conocido,8.9067
ITEM_3976,SBA,promedio_historico,3.52
ITEM_3976,SBA,promedio_movil_historico,3.9303
ITEM_3976,Bootstrap,ultimo_precio_conocido,6.8142
ITEM_3976,Bootstrap,promedio_historico,2.9893
ITEM_3976,Bootstrap,promedio_movil_historico,3.3196
ITEM_4000,Croston,ultimo_precio_conocido,19.7467
ITEM_4000,Croston,promedio_historico,9.1112
ITEM_4000,Croston,promedio_movil_historico,15.9854
ITEM_4000,SBA,ultimo_precio_conocido,18.7594
ITEM_4000,SBA,promedio_historico,8.6557
ITEM_4000,SBA,promedio_movil_historico,15.1862
ITEM_4000,Bootstrap,ultimo_precio_conocido,10.0585
ITEM_4000,Bootstrap,promedio_historico,4.641
ITEM_4000,Bootstrap,promedio_movil_historico,8.1426
ITEM_4086,Croston,ultimo_precio_conocido,8.7637
ITEM_4086,Croston,promedio_historico,9.686
ITEM_4086,Croston,promedio_movil_historico,8.3209
ITEM_4086,SBA,ultimo_precio_conocido,8.3255
ITEM_4086,SBA,promedio_historico,9.2017
ITEM_4086,SBA,promedio_movil_historico,7.9049
ITEM_4086,Bootstrap,ultimo_precio_conocido,5.949
ITEM_4086,Bootstrap,promedio_historico,6.5751
ITEM_4086,Bootstrap,promedio_movil_historico,5.6484
ITEM_4130,Croston,ultimo_precio_conocido,7.4689
ITEM_4130,Croston,promedio_historico,51.0898
ITEM_4130,Croston,promedio_movil_historico,7.5562
ITEM_4130,SBA,ultimo_precio_conocido,7.0955
ITEM_4130,SBA,promedio_historico,48.5353
ITEM_4130,SBA,promedio_movil_historico,7.1784
ITEM_4130,Bootstrap,ultimo_precio_conocido,4.6679
ITEM_4130,Bootstrap,promedio_historico,31.9296
ITEM_4130,Bootstrap,promedio_movil_historico,4.7224
ITEM_4209,Croston,ultimo_precio_conocido,2.1471
ITEM_4209,Croston,promedio_historico,5.9835
ITEM_4209,Croston,promedio_movil_historico,3.6243
ITEM_4209,SBA,ultimo_precio_conocido,2.0397
ITEM_4209,SBA,promedio_historico,5.6843
ITEM_4209,SBA,promedio_movil_historico,3.4431
ITEM_4209,Bootstrap,ultimo_precio_conocido,1.3775
ITEM_4209,Bootstrap,promedio_historico,3.8387
ITEM_4209,Bootstrap,promedio_movil_historico,2.3251
