Mes,Nivel,Serie,CostoMensualUSD,CantidadMensual,NumeroMovimientos,NumeroItemsDistintos,NumeroProveedores,CostoPromedioMovimiento,CostoMedianoMovimiento,CostoMaximoMovimiento,MesNumerico,Trimestre,Anio,IndiceTemporal,Lag1,Lag2,Lag3,Lag12,MediaMovil3,MediaMovil6
2023-01,NAVE,NAVE_002,41731.148959,629.0,66.0,62.0,13.0,632.2901357424242,156.469195,4704.71839,1,1,2023,24,6013.7294,52142.093462,49941.930002,24551.522602,36032.584288,27976.709478666668
2023-02,NAVE,NAVE_002,23885.068077000004,1113.0,73.0,67.0,13.0,327.1927133835617,46.99,5205.75,2,1,2023,25,41731.148959,6013.7294,52142.093462,41801.304599999996,33295.657273666664,31536.306805166667
2023-03,NAVE,NAVE_002,33070.746696,208.0,39.0,26.0,17.0,847.9678640000001,200.0,5500.0,3,1,2023,26,23885.068077000004,41731.148959,6013.7294,26401.39,23876.648812,31642.214068
2023-04,NAVE,NAVE_002,28037.881888,986.0,55.0,45.0,22.0,509.7796706909091,46.2,7880.0,4,2,2023,27,33070.746696,23885.068077000004,41731.148959,11258.6228,32895.654577333335,34464.11943266667
2023-05,NAVE,NAVE_002,15156.850403999999,2580.0,43.0,35.0,9.0,352.48489311627907,174.0,3649.2,5,2,2023,28,28037.881888,33070.746696,23885.068077000004,5591.164000000001,28331.232220333335,30813.444746999998
2023-06,NAVE,NAVE_002,157963.95729999998,339.0,53.0,39.0,15.0,2980.4520245283015,60.2496,102500.0,6,2,2023,29,15156.850403999999,28037.881888,33070.746696,22465.390001999996,25421.826329333333,24649.237570666664
2023-07,NAVE,NAVE_002,8997.568500000001,352.0,36.0,35.0,10.0,249.93245833333336,22.7775,2800.0,7,3,2023,30,157963.95729999998,15156.850403999999,28037.881888,20373.565000000002,67052.89653066667,49974.27555399999
2023-08,NAVE,NAVE_002,14345.519999999999,178.0,32.0,26.0,11.0,448.29749999999996,61.0,4996.16,8,3,2023,31,8997.568500000001,157963.95729999998,15156.850403999999,23249.624499999998,60706.125401333324,44518.678810833335
2023-09,NAVE,NAVE_002,99373.444981,699.0,58.0,46.0,23.0,1713.3352582931034,329.62,28500.0,9,3,2023,32,14345.519999999999,8997.568500000001,157963.95729999998,16139.314508000001,60435.68193333333,42928.75413133333
2023-10,NAVE,NAVE_002,74001.362504,2917.0,109.0,83.0,24.0,678.9115826055046,105.0,21400.0,10,4,2023,33,99373.444981,14345.519999999999,8997.568500000001,49941.930002,40905.51116033333,53979.20384549999
2023-11,NAVE,NAVE_002,190095.00999999998,875.0,67.0,40.0,23.0,2837.23895522388,243.75,49040.0,11,4,2023,34,74001.362504,99373.444981,14345.519999999999,52142.093462,62573.442495,61639.78394816667
2023-12,NAVE,NAVE_002,9863.525,47.0,7.0,6.0,4.0,1409.075,378.0,7600.0,12,4,2023,35,190095.00999999998,74001.362504,99373.444981,6013.7294,121156.60582833331,90796.14388083333
2024-01,NAVE,NAVE_002,60.58,5.0,2.0,1.0,1.0,30.29,30.29,39.32,1,1,2024,36,9863.525,190095.00999999998,74001.362504,41731.148959,91319.96583466667,66112.7384975
2024-02,NAVE,NAVE_002,14439.07,8.0,8.0,1.0,5.0,1804.88375,1125.0,6000.0,2,1,2024,37,60.58,9863.525,190095.00999999998,23885.068077000004,66673.03833333332,64623.240414166656
2024-04,NAVE,NAVE_002,3325.0,3.0,3.0,1.0,3.0,1108.3333333333333,200.0,3045.0,4,2,2024,38,14439.07,60.58,9863.525,33070.746696,8121.058333333333,64638.83208083332
2024-05,NAVE,NAVE_002,4150.0,2.0,2.0,1.0,2.0,2075.0,2075.0,2450.0,5,2,2024,39,3325.0,14439.07,60.58,28037.881888,5941.55,48630.75791733333
2024-06,NAVE,NAVE_002,43267.64,397.4,45.0,29.0,10.0,961.5031111111111,340.0,11116.87,6,2,2024,40,4150.0,3325.0,14439.07,15156.850403999999,7304.69,36988.86416666666
2024-07,NAVE,NAVE_002,466781.98,2661.6,143.0,97.0,41.0,3264.20965034965,240.0,160040.22,7,3,2024,41,43267.64,4150.0,3325.0,157963.95729999998,16914.213333333333,12517.635833333334
2024-08,NAVE,NAVE_002,804341.0,119.0,71.0,7.0,33.0,11328.74647887324,1350.0,579869.14,8,3,2024,42,466781.98,43267.64,4150.0,8997.568500000001,171399.87333333332,88670.71166666667
2024-09,NAVE,NAVE_002,482191.16000000003,1180.0,137.0,69.0,40.0,3519.6435036496355,600.0,109500.0,9,3,2024,43,804341.0,466781.98,43267.64,14345.519999999999,438130.2066666667,222717.44833333333
2024-10,NAVE,NAVE_002,282378.96,101.0,37.0,3.0,22.0,7631.863783783784,1550.0,96250.0,10,4,2024,44,482191.16000000003,804341.0,466781.98,99373.444981,584438.0466666667,300676.13
2024-11,NAVE,NAVE_002,10595.4,14.0,3.0,2.0,3.0,3531.7999999999997,1593.0,9000.0,11,4,2024,45,282378.96,482191.16000000003,804341.0,74001.362504,522970.37333333335,347185.12333333335
2024-12,NAVE,NAVE_002,38040.04,11.0,10.0,2.0,5.0,3804.004,1234.5900000000001,27158.86,12,4,2024,46,10595.4,282378.96,482191.16000000003,190095.00999999998,258388.50666666668,348259.3566666667
2025-01,NAVE,NAVE_002,24319.51,27.0,16.0,4.0,10.0,1519.969375,1251.52,5500.0,1,1,2025,47,38040.04,10595.4,282378.96,9863.525,110338.13333333335,347388.09
2025-02,NAVE,NAVE_002,64500.770000000004,57.0,24.0,8.0,11.0,2687.5320833333335,788.35,26586.4,2,1,2025,48,24319.51,38040.04,10595.4,60.58,24318.316666666666,273644.34500000003
2025-03,NAVE,NAVE_002,7897.860000000001,85.0,19.0,16.0,3.0,415.6768421052632,25.92,1814.36,3,1,2025,49,64500.770000000004,24319.51,38040.04,14439.07,42286.77333333334,150337.64000000004
2025-04,NAVE,NAVE_002,18537.230000000003,26.0,13.0,5.0,6.0,1425.9407692307695,847.0,6126.03,4,2,2025,50,7897.860000000001,64500.770000000004,24319.51,3325.0,32239.379999999994,71288.7566666667
2025-05,NAVE,NAVE_002,10385.16,5.0,5.0,1.0,4.0,2077.032,2000.0,3400.0,5,2,2025,51,18537.230000000003,7897.860000000001,64500.770000000004,4150.0,30311.953333333335,27315.13500000002
2025-06,NAVE,NAVE_002,18100.39,19.0,10.0,3.0,6.0,1810.039,874.5,6189.05,6,2,2025,52,10385.16,18537.230000000003,7897.860000000001,43267.64,12273.416666666666,27280.09500000002
2025-07,NAVE,NAVE_002,14966.55,436.0,22.0,6.0,5.0,680.2977272727272,234.54500000000002,3480.0,7,3,2025,53,18100.39,10385.16,18537.230000000003,466781.98,15674.26,23956.82000000002
2025-08,NAVE,NAVE_002,6058.949999999999,28.0,11.0,6.0,3.0,550.8136363636363,420.0,1900.0,8,3,2025,54,14966.55,18100.39,10385.16,804341.0,14484.033333333331,22397.993333333357
2025-09,NAVE,NAVE_002,6833.849999999999,128.0,20.0,19.0,2.0,341.6925,101.605,2810.0,9,3,2025,55,6058.949999999999,14966.55,18100.39,482191.16000000003,13041.963333333328,12657.690000000019
2021-01,NAVE,NAVE_004,39829.0,56.0,17.0,10.0,11.0,2342.8823529411766,388.3,32349.0,1,1,2021,0,,,,,,
2021-02,NAVE,NAVE_004,7296.87,228.0,43.0,37.0,13.0,169.6946511627907,19.5,2200.0,2,1,2021,1,39829.0,,,,,
2021-03,NAVE,NAVE_004,15895.43,167.0,24.0,22.0,11.0,662.3095833333333,98.945,12056.52,3,1,2021,2,7296.87,39829.0,,,,
2021-04,NAVE,NAVE_004,5453.34,89.0,21.0,14.0,10.0,259.68285714285713,50.0,2888.63,4,2,2021,3,15895.43,7296.87,39829.0,,21007.100000000002,
2021-05,NAVE,NAVE_004,7989.35,6.0,5.0,5.0,5.0,1597.8700000000001,522.0,6628.35,5,2,2021,4,5453.34,15895.43,7296.87,,9548.546666666667,
2021-06,NAVE,NAVE_004,7578.58,32.0,9.0,6.0,6.0,842.0644444444445,417.2,3030.09,6,2,2021,5,7989.35,5453.34,15895.43,,9779.373333333335,
2021-07,NAVE,NAVE_004,13343.830000000002,320.0,23.0,21.0,7.0,580.1665217391305,20.79,6060.18,7,3,2021,6,7578.58,7989.35,5453.34,,7007.09,14007.095000000001
2021-08,NAVE,NAVE_004,3183.12,10.0,5.0,3.0,4.0,636.624,746.14,1254.0,8,3,2021,7,13343.830000000002,7578.58,7989.35,,9637.253333333334,9592.9
2021-09,NAVE,NAVE_004,28461.631999999994,149.0,22.0,19.0,7.0,1293.7105454545451,26.14,12116.71,9,3,2021,8,3183.12,13343.830000000002,7578.58,,8035.176666666667,8907.275
2021-10,NAVE,NAVE_004,22234.216,182.0,21.0,16.0,7.0,1058.7721904761904,30.492,15327.91,10,4,2021,9,28461.631999999994,3183.12,13343.830000000002,,14996.193999999998,11001.641999999998
2021-11,NAVE,NAVE_004,9346.86,4.0,4.0,2.0,3.0,2336.715,876.6,7383.0,11,4,2021,10,22234.216,28461.631999999994,3183.12,,17959.656,13798.454666666667
2021-12,NAVE,NAVE_004,5476.5244,115.0,20.0,19.0,5.0,273.82622000000003,31.95,1836.28,12,4,2021,11,9346.86,22234.216,28461.631999999994,,20014.235999999997,14024.70633333333
2022-01,NAVE,NAVE_004,84444.06,26.0,9.0,4.0,6.0,9382.673333333332,1000.0,61233.1,1,1,2022,12,5476.5244,9346.86,22234.216,39829.0,12352.533466666668,13674.363733333334
2022-02,NAVE,NAVE_004,6658.35,106.0,15.0,14.0,8.0,443.89000000000004,368.4,2031.72,2,1,2022,13,84444.06,5476.5244,9346.86,7296.87,33089.148133333336,25524.402066666666
2022-03,NAVE,NAVE_004,11366.780000000002,383.0,63.0,61.0,12.0,180.4250793650794,23.22,3047.2,3,1,2022,14,6658.35,84444.06,5476.5244,15895.43,32192.978133333338,26103.607066666667
2022-04,NAVE,NAVE_004,14616.21,36.0,15.0,12.0,6.0,974.414,187.56,4525.0,4,2,2022,15,11366.780000000002,6658.35,84444.06,5453.34,34156.396666666675,23254.465066666668
2022-05,NAVE,NAVE_004,20109.190000000006,324.0,30.0,26.0,13.0,670.3063333333336,29.064999999999998,8228.25,5,2,2022,16,14616.21,11366.780000000002,6658.35,7989.35,10880.446666666672,21984.7974
2022-06,NAVE,NAVE_004,20223.370000000006,394.0,44.0,38.0,10.0,459.62204545454557,17.075,8441.55,6,2,2022,17,20109.190000000006,14616.21,11366.780000000002,7578.58,15364.060000000007,23778.519066666664
2022-07,NAVE,NAVE_004,4832.889999999999,72.0,31.0,26.0,10.0,155.89967741935482,21.87,1658.0,7,3,2022,18,20223.370000000006,20109.190000000006,14616.21,13343.830000000002,18316.25666666667,26236.32666666667
2022-08,NAVE,NAVE_004,5980.01,242.0,13.0,11.0,7.0,460.00076923076927,185.0,2893.96,8,3,2022,19,4832.889999999999,20223.370000000006,20109.190000000006,3183.12,15055.150000000009,12967.798333333334
2022-09,NAVE,NAVE_004,5776.68,168.0,17.0,13.0,8.0,339.80470588235295,40.0,1644.16,9,3,2022,20,5980.01,4832.889999999999,20223.370000000006,28461.631999999994,10345.42333333334,12854.741666666669
2022-10,NAVE,NAVE_004,6805.0,7.0,7.0,2.0,3.0,972.1428571428571,700.0,2265.0,10,4,2022,21,5776.68,5980.01,4832.889999999999,22234.216,5529.860000000005,11923.058333333334
2022-11,NAVE,NAVE_004,3428.46,215.5,33.0,33.0,8.0,103.89272727272727,22.55,892.08,11,4,2022,22,6805.0,5776.68,5980.01,9346.86,6187.230000000006,10621.19
2022-12,NAVE,NAVE_004,1295.99,38.0,14.0,13.0,6.0,92.57071428571429,23.75,412.2,12,4,2022,23,3428.46,6805.0,5776.68,5476.5244,5336.713333333338,7841.068333333334
2023-01,NAVE,NAVE_004,13774.4,86.0,24.0,21.0,8.0,573.9333333333333,304.9,3210.0,1,1,2023,24,1295.99,3428.46,6805.0,84444.06,3843.150000000005,4686.505
2023-02,NAVE,NAVE_004,216167.52,51.0,8.0,7.0,7.0,27020.94,1652.875,205742.5,2,1,2023,25,13774.4,1295.99,3428.46,6658.35,6166.283333333337,6176.756666666667
2023-03,NAVE,NAVE_004,36356.71000000001,462.0,53.0,46.0,15.0,685.9756603773586,52.5,7378.94,3,1,2023,26,216167.52,13774.4,1295.99,11366.780000000002,77079.30333333333,41208.00833333333
2023-04,NAVE,NAVE_004,15507.050000000001,92.0,32.0,29.0,12.0,484.59531250000003,56.504999999999995,6319.11,4,2,2023,27,36356.71000000001,216167.52,13774.4,14616.21,88766.21,46304.68
2023-05,NAVE,NAVE_004,31455.93,372.0,52.0,26.0,9.0,604.9217307692307,182.4,12031.0,5,2,2023,28,15507.050000000001,36356.71000000001,216167.52,20109.190000000006,89343.76,47755.02166666667
2023-06,NAVE,NAVE_004,20402.629999999997,46.0,12.0,8.0,8.0,1700.2191666666665,1311.9299999999998,6758.83,6,2,2023,29,31455.93,15507.050000000001,36356.71000000001,20223.370000000006,27773.23,52426.26666666666
2023-07,NAVE,NAVE_004,8173.83,13.0,7.0,6.0,6.0,1167.69,113.5,6211.7,7,3,2023,30,20402.629999999997,31455.93,15507.050000000001,4832.889999999999,22455.203333333335,55610.706666666665
2023-08,NAVE,NAVE_004,4410.58,208.0,35.0,29.0,12.0,126.01657142857142,27.26,850.0,8,3,2023,31,8173.83,20402.629999999997,31455.93,5980.01,20010.796666666665,54677.27833333333
2023-09,NAVE,NAVE_004,96464.83,810.0,74.0,65.0,17.0,1303.5787837837838,65.455,48580.71,9,3,2023,32,4410.58,8173.83,20402.629999999997,5776.68,10995.679999999998,19384.455
2023-10,NAVE,NAVE_004,17930.719999999998,1819.0,33.0,32.0,10.0,543.3551515151514,64.56,4000.32,10,4,2023,33,96464.83,4410.58,8173.83,6805.0,36349.746666666666,29402.475000000002
2023-11,NAVE,NAVE_004,59348.469999999994,2078.0,91.0,71.0,21.0,652.1809890109889,68.0,6800.0,11,4,2023,34,17930.719999999998,96464.83,4410.58,3428.46,39602.043333333335,29806.420000000002
2023-12,NAVE,NAVE_004,260047.08000000005,2231.0,234.0,190.0,31.0,1111.312307692308,39.625,130476.47,12,4,2023,35,59348.469999999994,17930.719999999998,96464.83,1295.99,57914.67333333333,34455.176666666666
2024-01,NAVE,NAVE_004,51030.98,134.0,15.0,2.0,10.0,3402.0653333333335,2850.0,9800.0,1,1,2024,36,260047.08000000005,59348.469999999994,17930.719999999998,13774.4,112442.09000000001,74395.91833333333
2024-02,NAVE,NAVE_004,180681.85000000003,331.0,38.0,18.0,11.0,4754.785526315791,577.6700000000001,108414.99,2,1,2024,37,51030.98,260047.08000000005,59348.469999999994,216167.52,123475.51000000002,81538.77666666667
2024-03,NAVE,NAVE_004,27785.170000000002,8.0,8.0,1.0,6.0,3473.1462500000002,613.62,23981.53,3,1,2024,38,180681.85000000003,51030.98,260047.08000000005,36356.71000000001,163919.97000000003,110917.32166666667
2024-04,NAVE,NAVE_004,1045.56,2.0,2.0,1.0,2.0,522.78,522.78,715.12,4,2,2024,39,27785.170000000002,180681.85000000003,51030.98,15507.050000000001,86499.33333333336,99470.71166666668
2024-05,NAVE,NAVE_004,3234.85,2.0,2.0,1.0,2.0,1617.425,1617.425,2444.85,5,2,2024,40,1045.56,27785.170000000002,180681.85000000003,31455.93,69837.52666666669,96656.51833333333
2024-06,NAVE,NAVE_004,2321.56,3.0,3.0,1.0,3.0,773.8533333333334,971.56,1150.0,6,2,2024,41,3234.85,1045.56,27785.170000000002,20402.629999999997,10688.526666666678,87304.24833333334
2024-07,NAVE,NAVE_004,8008.110000000001,6.0,6.0,1.0,6.0,1334.6850000000002,1008.0,3417.11,7,3,2024,42,2321.56,3234.85,1045.56,8173.83,2200.6566666666763,44349.995
2024-08,NAVE,NAVE_004,2536.96,3.0,3.0,1.0,2.0,845.6533333333333,1248.48,1248.48,8,3,2024,43,8008.110000000001,2321.56,3234.85,4410.58,4521.506666666676,37179.51666666667
2024-09,NAVE,NAVE_004,3224.0,2.0,2.0,1.0,2.0,1612.0,1612.0,2780.0,9,3,2024,44,2536.96,8008.110000000001,2321.56,96464.83,4288.876666666677,7488.701666666667
2024-10,NAVE,NAVE_004,1710.0,2.0,2.0,1.0,1.0,855.0,855.0,950.0,10,4,2024,45,3224.0,2536.96,8008.110000000001,17930.719999999998,4589.69000000001,3395.1733333333336
2024-11,NAVE,NAVE_004,10997.84,3.0,3.0,1.0,3.0,3665.9466666666667,3887.24,6610.6,11,4,2024,46,1710.0,3224.0,2536.96,59348.469999999994,2490.3200000000097,3505.9133333333334
2024-12,NAVE,NAVE_004,9676.64,9.0,9.0,1.0,9.0,1075.1822222222222,787.56,2618.0,12,4,2024,47,10997.84,1710.0,3224.0,260047.08000000005,5310.613333333343,4799.745
2025-01,NAVE,NAVE_004,7720.0,5.0,5.0,1.0,4.0,1544.0,1200.0,3285.0,1,1,2025,48,9676.64,10997.84,1710.0,51030.98,7461.493333333343,6025.591666666667
2025-02,NAVE,NAVE_004,2223.0,5.0,5.0,3.0,4.0,444.6,470.0,930.0,2,1,2025,49,7720.0,9676.64,10997.84,180681.85000000003,9464.826666666677,5977.573333333334
2025-03,NAVE,NAVE_004,2104.2,4.0,4.0,1.0,4.0,526.05,562.1,900.0,3,1,2025,50,2223.0,7720.0,9676.64,27785.170000000002,6539.880000000009,5925.246666666666
2025-04,NAVE,NAVE_004,9931.869999999999,39.0,10.0,9.0,3.0,993.1869999999999,93.24,5851.21,4,2,2025,51,2104.2,2223.0,7720.0,1045.56,4015.733333333343,5738.613333333334
2025-05,NAVE,NAVE_004,13063.939999999999,281.0,42.0,39.0,4.0,311.0461904761904,25.265,4875.46,5,2,2025,52,9931.869999999999,2104.2,2223.0,3234.85,4753.023333333343,7108.925
2025-06,NAVE,NAVE_004,14156.43,106.0,23.0,12.0,7.0,615.4969565217391,600.0,2850.0,6,2,2025,53,13063.939999999999,9931.869999999999,2104.2,2321.56,8366.67000000001,7453.274999999999
2025-07,NAVE,NAVE_004,8715.929999999998,125.0,14.0,11.0,5.0,622.5664285714284,368.32,2419.02,7,3,2025,54,14156.43,13063.939999999999,9931.869999999999,8008.110000000001,12384.080000000009,8199.906666666668
2025-08,NAVE,NAVE_004,6056.369999999999,73.0,21.0,19.0,2.0,288.39857142857136,37.5,1536.33,8,3,2025,55,8715.929999999998,14156.43,13063.939999999999,2536.96,11978.766666666676,8365.894999999999
2025-09,NAVE,NAVE_004,7430.08,229.0,15.0,13.0,4.0,495.33866666666665,297.6,1500.0,9,3,2025,56,6056.369999999999,8715.929999999998,14156.43,3224.0,9642.910000000009,9004.789999999999
2025-10,NAVE,NAVE_004,2642.82,47.0,14.0,12.0,4.0,188.77285714285716,95.225,700.0,10,4,2025,57,7430.08,6056.369999999999,8715.929999999998,1710.0,7400.793333333342,9892.436666666666
2025-11,NAVE,NAVE_004,3971.5200000000004,84.0,11.0,9.0,2.0,361.04727272727274,117.6,1809.15,11,4,2025,58,2642.82,7430.08,6056.369999999999,10997.84,5376.423333333342,8677.595
2025-12,NAVE,NAVE_004,3200.0600000000004,346.0,15.0,12.0,2.0,213.33733333333336,32.26,2303.04,12,4,2025,59,3971.5200000000004,2642.82,7430.08,9676.64,4681.473333333343,7162.191666666667
2021-01,NAVE,NAVE_005,1118.71,11.0,3.0,2.0,3.0,372.90333333333336,223.21,810.0,1,1,2021,0,,,,,,
2021-02,NAVE,NAVE_005,1890.0,23.0,7.0,7.0,6.0,270.0,250.0,610.0,2,1,2021,1,1118.71,,,,,
2021-03,NAVE,NAVE_005,4388.949999999999,134.0,23.0,23.0,6.0,190.8239130434782,45.0,1695.8,3,1,2021,2,1890.0,1118.71,,,,
2021-04,NAVE,NAVE_005,792.87,4.0,2.0,1.0,2.0,396.435,396.435,642.87,4,2,2021,3,4388.949999999999,1890.0,1118.71,,2465.8866666666663,
2021-05,NAVE,NAVE_005,8573.14,173.0,19.0,19.0,6.0,451.2178947368421,100.0,2780.08,5,2,2021,4,792.87,4388.949999999999,1890.0,,2357.273333333333,
2021-06,NAVE,NAVE_005,1874.0,17.0,2.0,2.0,2.0,937.0,937.0,1142.4,6,2,2021,5,8573.14,792.87,4388.949999999999,,4584.986666666667,
2021-07,NAVE,NAVE_005,2793.7,7.0,2.0,2.0,2.0,1396.85,1396.85,2543.7,7,3,2021,6,1874.0,8573.14,792.87,,3746.67,3106.278333333333
2021-08,NAVE,NAVE_005,8764.56,8.0,8.0,4.0,3.0,1095.57,588.0,3385.6,8,3,2021,7,2793.7,1874.0,8573.14,,4413.613333333334,3385.443333333333
2021-09,NAVE,NAVE_005,11244.730000000001,82.0,19.0,17.0,9.0,591.8278947368422,116.8,4350.57,9,3,2021,8,8764.56,2793.7,1874.0,,4477.419999999999,4531.203333333333
2021-10,NAVE,NAVE_005,17784.84,116.0,9.0,9.0,4.0,1976.0933333333332,1482.18,7797.0,10,4,2021,9,11244.730000000001,8764.56,2793.7,,7600.996666666666,5673.833333333333
2021-11,NAVE,NAVE_005,26052.04,165.0,23.0,19.0,7.0,1132.6973913043478,602.9,6017.45,11,4,2021,10,17784.84,11244.730000000001,8764.56,,12598.043333333335,8505.828333333333
2021-12,NAVE,NAVE_005,5648.6,285.0,40.0,36.0,10.0,141.215,39.5,1780.0,12,4,2021,11,26052.04,17784.84,11244.730000000001,,18360.536666666667,11418.978333333333
2022-01,NAVE,NAVE_005,47676.71000000001,10.0,8.0,4.0,3.0,5959.588750000001,4478.0,16532.63,1,1,2022,12,5648.6,26052.04,17784.84,1118.71,16495.16,12048.078333333333
2022-02,NAVE,NAVE_005,13510.92,186.0,17.0,17.0,5.0,794.76,154.0,3546.72,2,1,2022,13,47676.71000000001,5648.6,26052.04,1890.0,26459.11666666667,19528.58
2022-03,NAVE,NAVE_005,8507.970000000001,195.0,35.0,33.0,6.0,243.08485714285717,10.4,2397.14,3,1,2022,14,13510.92,47676.71000000001,5648.6,4388.949999999999,22278.743333333336,20319.640000000003
2022-04,NAVE,NAVE_005,6058.8,5.0,5.0,2.0,4.0,1211.76,850.0,2630.8,4,2,2022,15,8507.970000000001,13510.92,47676.71000000001,792.87,23231.866666666672,19863.513333333332
2022-05,NAVE,NAVE_005,5532.8,294.43,18.0,18.0,8.0,307.3777777777778,50.489999999999995,2543.4,5,2,2022,16,6058.8,8507.970000000001,13510.92,8573.14,9359.230000000003,17909.173333333336
2022-06,NAVE,NAVE_005,5092.9800000000005,68.0,24.0,22.0,9.0,212.2075,23.1,1873.22,6,2,2022,17,5532.8,6058.8,8507.970000000001,1874.0,6699.856666666669,14489.300000000001
2022-07,NAVE,NAVE_005,24651.38,87.9,27.0,25.0,8.0,913.0140740740741,190.4,14612.6,7,3,2022,18,5092.9800000000005,5532.8,6058.8,2793.7,5561.526666666669,14396.696666666669
2022-08,NAVE,NAVE_005,8187.53,54.0,16.0,15.0,8.0,511.720625,154.375,3622.45,8,3,2022,19,24651.38,5092.9800000000005,5532.8,8764.56,11759.053333333337,10559.141666666668
2022-09,NAVE,NAVE_005,2292.0,3.0,3.0,1.0,3.0,764.0,950.0,950.0,9,3,2022,20,8187.53,24651.38,5092.9800000000005,11244.730000000001,12643.963333333335,9671.910000000002
2022-10,NAVE,NAVE_005,436.36,8.0,2.0,2.0,2.0,218.18,218.18,364.36,10,4,2022,21,2292.0,8187.53,24651.38,17784.84,11710.303333333337,8635.915
2022-11,NAVE,NAVE_005,1137.01,91.0,16.0,13.0,4.0,71.063125,23.974999999999998,263.34,11,4,2022,22,436.36,2292.0,8187.53,26052.04,3638.6300000000024,7698.841666666667
2022-12,NAVE,NAVE_005,41612.99,5.0,5.0,5.0,3.0,8322.598,277.0,38686.8,12,4,2022,23,1137.01,436.36,2292.0,5648.6,1288.456666666669,6966.209999999999
2023-01,NAVE,NAVE_005,7947.48,28.0,18.0,17.0,4.0,441.52666666666664,74.03,2198.18,1,1,2023,24,41612.99,1137.01,436.36,47676.71000000001,14395.453333333337,13052.878333333332
2023-02,NAVE,NAVE_005,7350.040000000001,121.0,20.0,14.0,9.0,367.50200000000007,66.31,2273.61,2,1,2023,25,7947.48,41612.99,1137.01,13510.92,16899.160000000003,10268.894999999999
2023-03,NAVE,NAVE_005,8003.83,311.0,47.0,42.0,14.0,170.29425531914893,57.78,1050.0,3,1,2023,26,7350.040000000001,7947.48,41612.99,8507.970000000001,18970.170000000002,10129.313333333332
2023-04,NAVE,NAVE_005,38063.10999999999,62.0,22.0,17.0,8.0,1730.1413636363634,1169.475,14051.0,4,2,2023,27,8003.83,7350.040000000001,7947.48,6058.8,7767.116666666669,11081.284999999998
2023-05,NAVE,NAVE_005,3472.4700000000003,6.0,6.0,3.0,4.0,578.745,433.625,973.22,5,2,2023,28,38063.10999999999,8003.83,7350.040000000001,5532.8,17805.66,17352.41
2023-06,NAVE,NAVE_005,58253.98999999999,152.0,21.0,18.0,8.0,2773.9995238095235,608.83,18080.85,6,2,2023,29,3472.4700000000003,38063.10999999999,8003.83,5092.9800000000005,16513.13666666667,17741.653333333332
2023-07,NAVE,NAVE_005,47165.060000000005,186.0,23.0,22.0,6.0,2050.6547826086958,15.48,42250.0,7,3,2023,30,58253.98999999999,3472.4700000000003,38063.10999999999,24651.38,33263.189999999995,20515.153333333332
2023-08,NAVE,NAVE_005,6202.219999999999,8.0,3.0,2.0,3.0,2067.4066666666663,1881.6,4080.62,8,3,2023,31,47165.060000000005,58253.98999999999,3472.4700000000003,8187.53,36297.17333333333,27051.416666666668
2023-09,NAVE,NAVE_005,60513.67999999999,175.0,10.0,8.0,4.0,6051.3679999999995,1166.8600000000001,35500.0,9,3,2023,32,6202.219999999999,47165.060000000005,58253.98999999999,2292.0,37207.090000000004,26860.11333333333
2023-10,NAVE,NAVE_005,1266.74,105.0,18.0,16.0,3.0,70.37444444444445,15.035,700.0,10,4,2023,33,60513.67999999999,6202.219999999999,47165.060000000005,436.36,37960.32,35611.755
2023-11,NAVE,NAVE_005,506348.46,697.0,92.0,90.0,5.0,5503.787608695652,117.03999999999999,85530.99,11,4,2023,34,1266.74,60513.67999999999,6202.219999999999,1137.01,22660.88,29479.02666666666
2023-12,NAVE,NAVE_005,12620.449999999999,24.0,4.0,4.0,2.0,3155.1124999999997,898.465,10800.0,12,4,2023,35,506348.46,1266.74,60513.67999999999,41612.99,189376.29333333333,113291.69166666667
2024-01,NAVE,NAVE_005,1292.0,1.0,1.0,1.0,1.0,1292.0,1292.0,1292.0,1,1,2024,36,12620.449999999999,506348.46,1266.74,7947.48,173411.88333333333,105686.10166666667
2024-02,NAVE,NAVE_005,17765.0,2.0,2.0,1.0,2.0,8882.5,8882.5,16865.0,2,1,2024,37,1292.0,12620.449999999999,506348.46,7350.040000000001,173420.30333333334,98040.59166666666
2024-03,NAVE,NAVE_005,33158.869999999995,906.0,7.0,2.0,4.0,4736.981428571428,1976.93,19500.0,3,1,2024,38,17765.0,1292.0,12620.449999999999,8003.83,10559.15,99967.72166666666
2024-04,NAVE,NAVE_005,53246.24999999999,27808.0,135.0,120.0,24.0,394.41666666666663,49.5,8686.59,4,2,2024,39,33158.869999999995,17765.0,1292.0,38063.10999999999,17405.289999999997,95408.58666666667
2024-05,NAVE,NAVE_005,291097.48000000004,595.0,19.0,5.0,13.0,15320.920000000002,1250.0,137352.29,5,2,2024,40,53246.24999999999,33158.869999999995,17765.0,3472.4700000000003,34723.37333333333,104071.83833333332
2024-06,NAVE,NAVE_005,8007.5,5.0,5.0,1.0,5.0,1601.5,1100.0,3080.0,6,2,2024,41,291097.48000000004,53246.24999999999,33158.869999999995,58253.98999999999,125834.20000000001,68196.675
2024-07,NAVE,NAVE_005,10719.15,3.0,3.0,1.0,3.0,3573.0499999999997,2945.06,7324.09,7,3,2024,42,8007.5,291097.48000000004,53246.24999999999,47165.060000000005,117450.41000000002,67427.85
