Mes,ItemAnonimo,ItemCode,CantidadMensual,CostoMensualUSD,PrecioUnitarioPonderado,NumeroMovimientos,NumeroNaves,IndicadorDemandaPositiva
2023-08,ITEM_1424,P005604,200.0,321.3,1.6065,1,1,1
2023-10,ITEM_1424,P005604,250.0,345.0,1.38,2,2,1
2023-11,ITEM_1424,P005604,100.0,243.75,2.4375,1,1,1
2023-11,ITEM_1425,P008375,1.0,470.0,470.0,1,1,1
2025-06,ITEM_1426,301776,2.0,470.0,,1,1,1
2022-06,ITEM_1428,P003724,12.0,469.2,39.1,1,1,1
2023-12,ITEM_1430,P008457,3.0,468.0,156.0,1,1,1
2021-02,ITEM_1432,P000621,5.0,116.8,23.36,1,1,1
2021-04,ITEM_1432,P000621,5.0,116.8,23.36,1,1,1
2021-08,ITEM_1432,P000621,5.0,116.8,23.36,1,1,1
2021-09,ITEM_1432,P000621,5.0,116.8,23.36,1,1,1
2021-11,ITEM_1432,P000621,15.0,606.4,40.42666666666666,2,2,1
2022-02,ITEM_1432,P000621,15.0,355.20000000000005,23.679999999999996,5,5,1
2023-02,ITEM_1432,P000621,11.0,272.28,24.75272727272727,2,2,1
2023-05,ITEM_1432,P000621,5.0,95.0,19.0,1,1,1
2023-06,ITEM_1432,P000621,1.0,19.0,19.0,1,1,1
2023-08,ITEM_1432,P000621,10.0,190.0,19.0,1,1,1
2025-12,ITEM_1432,P000621,5.0,391.3,,1,1,1
2021-02,ITEM_1433,P002363,30.0,176.3,5.87666,1,1,1
2021-04,ITEM_1433,P002363,60.0,457.9,7.63166,1,1,1
2021-05,ITEM_1433,P002363,36.0,319.69998,8.880555000000001,2,1,1
2022-03,ITEM_1433,P002363,24.0,223.0392,9.2933,1,1,1
2022-05,ITEM_1433,P002363,24.0,271.92,11.33,1,1,1
2022-09,ITEM_1433,P002363,24.0,207.340008,8.639167,1,1,1
2023-04,ITEM_1433,P002363,42.0,271.590018,6.466429,1,1,1
2023-07,ITEM_1433,P002363,90.0,500.77,5.564111133333333,2,2,1
2023-11,ITEM_1433,P002363,24.0,134.52,5.605,1,1,1
2025-08,ITEM_1433,P002363,1.0,25.09,,1,1,1
2021-02,ITEM_1434,P001394,20.0,281.6,14.080000000000002,2,2,1
2021-06,ITEM_1434,P001394,20.0,280.0,14.0,1,1,1
2021-08,ITEM_1434,P001394,5.0,70.4,14.080000000000002,1,1,1
2021-09,ITEM_1434,P001394,5.0,70.4,14.080000000000002,1,1,1
2021-11,ITEM_1434,P001394,10.0,140.8,14.080000000000002,1,1,1
2022-01,ITEM_1434,P001394,10.0,140.8,14.080000000000002,1,1,1
2022-10,ITEM_1434,P001394,21.0,522.4300000000001,24.87761904761905,2,2,1
2023-02,ITEM_1434,P001394,15.0,162.0,10.8,1,1,1
2022-10,ITEM_1435,P002937,36.0,466.2,12.95,1,1,1
2023-02,ITEM_1435,P002937,24.0,364.4,15.183333,1,1,1
2024-05,ITEM_1436,303236,8.0,464.04,,1,1,1
2022-01,ITEM_1437,P005339,2.0,464.0,232.0,1,1,1
2021-04,ITEM_1438,P001178,200.0,400.0,2.0,1,1,1
2022-02,ITEM_1438,P001178,200.0,462.0,2.31,1,1,1
2023-02,ITEM_1438,P001178,50.0,85.0,1.7,1,1,1
2023-08,ITEM_1438,P001178,150.0,315.0,2.1,1,1,1
2023-05,ITEM_1439,P006027,4.0,461.68,115.42,1,1,1
2022-11,ITEM_1441,P003193,24.0,460.32,19.18,1,1,1
2022-11,ITEM_1442,P002209,20.0,460.0,23.0,1,1,1
2021-03,ITEM_1443,P005149,2.0,459.788075,229.894037,1,1,1
2022-04,ITEM_1443,P005149,2.0,351.7942,175.8971,1,1,1
2022-08,ITEM_1444,P000195,2.0,365.625,182.8125,1,1,1
2022-12,ITEM_1444,P000195,4.0,825.2,206.3,2,1,1
2023-06,ITEM_1444,P000195,2.0,380.63,190.315,1,1,1
2021-03,ITEM_1445,P002125,1.0,194.34,194.34,1,1,1
2022-01,ITEM_1445,P002125,4.0,226.4816,56.6204,1,1,1
2023-01,ITEM_1445,P002125,3.0,459.34299,153.11433,1,1,1
2023-07,ITEM_1445,P002125,2.0,423.24,211.62,1,1,1
2023-03,ITEM_1446,P007316,2.0,459.26,229.63,1,1,1
2023-05,ITEM_1446,P007316,2.0,459.26,229.63,1,1,1
2021-04,ITEM_1447,P004925,60.0,60.0,1.0,1,1,1
2021-05,ITEM_1447,P004925,75.0,97.5,1.3,1,1,1
2021-06,ITEM_1447,P004925,475.0,509.35,1.0723157894736841,2,1,1
2021-04,ITEM_1448,P002724,1.0,456.36,456.36,1,1,1
2025-08,ITEM_1448,P002724,1.0,365.82,,1,1,1
2022-02,ITEM_1449,P004877,6.0,456.3,76.05,1,1,1
2022-06,ITEM_1449,P004877,3.0,229.77,76.59,1,1,1
2021-04,ITEM_1450,P000319,12.0,50.4,4.2,1,1,1
2022-12,ITEM_1450,P000319,100.0,455.84,4.5584,1,1,1
2023-02,ITEM_1451,P007228,2.0,295.93,147.963077,2,1,1
2023-03,ITEM_1451,P007228,8.0,70.08,8.76,1,1,1
2023-04,ITEM_1451,P007228,4.0,483.40999999999997,120.85249999999999,2,1,1
2025-07,ITEM_1452,300921,10.0,585.0799999999999,,2,1,1
2021-12,ITEM_1453,P005350,500.0,455.0,0.91,1,1,1
2021-12,ITEM_1454,P005351,500.0,455.0,0.91,1,1,1
2021-04,ITEM_1455,P001320,15.0,112.8,7.52,1,1,1
2021-07,ITEM_1455,P001320,15.0,166.5,11.1,1,1,1
2022-01,ITEM_1455,P001320,17.0,117.0,6.882352941176471,5,5,1
2022-10,ITEM_1455,P001320,5.0,45.5,9.1,1,1,1
2023-09,ITEM_1455,P001320,70.0,591.4999849999999,8.449999785714285,2,2,1
2025-05,ITEM_1456,305636,1.0,453.5,,1,1,1
2025-06,ITEM_1457,305420,2.0,452.19,,1,1,1
2025-05,ITEM_1458,306148,4.0,451.98,,1,1,1
2022-07,ITEM_1459,P000345,15.0,306.45,20.43,1,1,1
2023-03,ITEM_1459,P000345,20.0,451.8,22.59,1,1,1
2023-10,ITEM_1460,P006554,6.0,451.74,75.29,1,1,1
2022-01,ITEM_1461,P000378,1.0,450.95,450.95,1,1,1
2021-02,ITEM_1462,P003230,2.0,450.0,225.0,1,1,1
2021-11,ITEM_1462,P003230,2.0,450.0,225.0,1,1,1
2021-07,ITEM_1463,P000752,10.0,450.0,45.0,1,1,1
2022-04,ITEM_1464,P004094,2.0,450.0,225.0,1,1,1
2021-01,ITEM_1466,P002306,30.0,285.0,9.5,1,1,1
2021-02,ITEM_1466,P002306,38.0,355.1,9.344736842105263,4,3,1
2021-03,ITEM_1466,P002306,65.0,501.8,7.72,3,3,1
2021-04,ITEM_1466,P002306,55.0,345.66,6.284727272727272,2,1,1
2021-05,ITEM_1466,P002306,40.0,321.3,8.0325,2,1,1
2021-06,ITEM_1466,P002306,52.0,423.96,8.153068307692308,2,2,1
2021-07,ITEM_1466,P002306,12.0,89.63,7.469166666666666,2,2,1
2021-08,ITEM_1466,P002306,42.0,307.23,7.315,2,2,1
2021-09,ITEM_1466,P002306,40.0,300.0,7.5,1,1,1
2021-10,ITEM_1466,P002306,40.0,260.0,6.5,1,1,1
2021-12,ITEM_1466,P002306,45.0,320.0,7.111111111111111,2,1,1
2022-01,ITEM_1466,P002306,100.0,746.29,7.462900000000001,3,2,1
2022-02,ITEM_1466,P002306,110.0,737.725,6.7065909090909095,5,3,1
2022-03,ITEM_1466,P002306,30.0,184.8,6.16,1,1,1
2022-04,ITEM_1466,P002306,66.0,417.6,6.327272727272728,2,2,1
2022-05,ITEM_1466,P002306,52.0,352.0,6.769230769230769,3,1,1
2022-08,ITEM_1466,P002306,11.0,75.574,6.870363636363636,2,2,1
2022-10,ITEM_1466,P002306,65.0,428.23,6.588076923076923,2,2,1
2022-11,ITEM_1466,P002306,40.0,237.16,5.929,1,1,1
2023-01,ITEM_1466,P002306,40.0,237.16,5.929,1,1,1
2023-02,ITEM_1466,P002306,12.0,89.4,7.45,1,1,1
2023-03,ITEM_1466,P002306,44.0,311.15,7.071590999999999,3,3,1
2023-04,ITEM_1466,P002306,60.0,450.0,7.5,1,1,1
2023-05,ITEM_1466,P002306,50.0,375.0,7.5,1,1,1
2023-06,ITEM_1466,P002306,40.0,237.16,5.929,1,1,1
2023-07,ITEM_1466,P002306,60.0,355.74,5.929,2,1,1
2023-08,ITEM_1466,P002306,40.0,300.0,7.5,1,1,1
2023-10,ITEM_1466,P002306,74.0,452.4,6.113513513513513,5,5,1
2023-11,ITEM_1466,P002306,84.0,523.8,6.235714285714285,2,2,1
2023-12,ITEM_1466,P002306,20.0,132.6,6.63,1,1,1
2022-11,ITEM_1467,P004153,10.0,59.29,5.929,1,1,1
2023-09,ITEM_1467,P004153,24.0,144.144,6.006,1,1,1
2025-02,ITEM_1467,P004153,53.0,392.47,,4,3,1
2025-06,ITEM_1467,P004153,12.0,11.8,,1,1,1
2025-07,ITEM_1467,P004153,201.0,1036.86,,6,3,1
2025-09,ITEM_1467,P004153,110.0,605.0,,2,1,1
2025-10,ITEM_1467,P004153,8.0,53.4,,1,1,1
2025-11,ITEM_1467,P004153,8.0,62.4,,1,1,1
2025-12,ITEM_1467,P004153,4.0,71.2,,1,1,1
2023-06,ITEM_1468,p006226,5.0,445.91,89.182,1,1,1
2024-04,ITEM_1469,304017,20.0,445.46,,1,1,1
2021-05,ITEM_1470,P005213,1.0,444.0,444.0,1,1,1
2023-05,ITEM_1473,P006004,200.0,441.72,2.2086,1,1,1
2023-07,ITEM_1474,P006259,10.0,441.0,44.1,1,1,1
2023-08,ITEM_1474,P006259,10.0,441.0,44.1,1,1,1
2022-08,ITEM_1475,P004890,1.0,440.714,440.714,1,1,1
2021-03,ITEM_1476,P002362,60.0,440.47998,7.341333,1,1,1
2021-03,ITEM_1477,P005427,8.0,440.0,55.0,1,1,1
2022-01,ITEM_1478,P003046,5.0,440.0,88.0,1,1,1
2022-05,ITEM_1478,P003046,2.0,176.0,88.0,1,1,1
2021-03,ITEM_1479,P005740,4.0,22.68,5.67,1,1,1
2021-04,ITEM_1479,P005740,5.0,22.26,4.452,1,1,1
2022-10,ITEM_1479,P005740,3.0,312.6,104.2,1,1,1
2022-11,ITEM_1479,P005740,4.0,416.8,104.2,1,1,1
2023-01,ITEM_1479,P005740,4.0,60.0,15.0,1,1,1
2023-04,ITEM_1479,P005740,4.0,440.0,110.0,1,1,1
2023-10,ITEM_1479,P005740,2.0,370.5,185.25,1,1,1
2021-06,ITEM_1480,P003984,12.0,586.56,48.88,2,1,1
2024-02,ITEM_1481,303989,6.0,439.7,,1,1,1
2024-04,ITEM_1481,303989,1.0,411.59,,1,1,1
2025-08,ITEM_1482,306327,4.0,439.6,,1,1,1
2021-05,ITEM_1483,P004398,6.0,658.8,109.8,2,1,1
2025-09,ITEM_1484,305017,1.0,438.88,,1,1,1
2021-04,ITEM_1486,P001162,108.0,125.22,1.1594,2,1,1
2021-12,ITEM_1486,P001162,10.0,18.0,1.8,1,1,1
2022-07,ITEM_1486,P001162,386.0,489.7,1.2686528497409326,3,1,1
2022-08,ITEM_1486,P001162,10.0,18.9,1.89,1,1,1
2023-06,ITEM_1486,P001162,16.0,12.49,0.780625,1,1,1
2023-08,ITEM_1486,P001162,24.0,15.490008,0.645417,1,1,1
2025-08,ITEM_1487,306184,6.0,434.98,,1,1,1
2023-04,ITEM_1489,P003216,24.0,434.88,18.12,1,1,1
2021-03,ITEM_1490,P002513,3.0,434.7,144.9,1,1,1
2023-05,ITEM_1491,P006046,13.0,434.564598,33.428046,1,1,1
2024-04,ITEM_1492,304133,120.0,434.47,,1,1,1
2021-03,ITEM_1493,P002282,5.0,55.0,11.0,1,1,1
2021-04,ITEM_1493,P002282,10.0,110.0,11.0,1,1,1
2021-06,ITEM_1493,P002282,4.0,50.0,12.5,1,1,1
2023-03,ITEM_1493,P002282,3.0,357.0,119.0,2,2,1
2023-06,ITEM_1493,P002282,10.0,80.236,8.0236,1,1,1
2023-07,ITEM_1493,P002282,6.0,865.480002,144.246667,2,1,1
2022-11,ITEM_1494,P005842,24.0,432.0,18.0,1,1,1
2025-05,ITEM_1495,304437,4.0,863.24,,2,2,1
2023-05,ITEM_1496,P006008,100.0,430.72,4.3072,1,1,1
2022-05,ITEM_1497,P005598,1.0,430.0,430.0,1,1,1
2022-09,ITEM_1498,P007035,1.0,429.86,429.859,1,1,1
2025-06,ITEM_1501,305967,6.0,428.38,,1,1,1
2025-06,ITEM_1502,305968,6.0,428.38,,1,1,1
2022-04,ITEM_1504,P003736,36.0,427.200012,11.866667,1,1,1
2023-05,ITEM_1505,P001282,1.0,426.89,426.888,1,1,1
2023-05,ITEM_1507,P006199,5.0,425.62,85.124,1,1,1
2024-02,ITEM_1508,303965,10.0,425.24,,1,1,1
2023-10,ITEM_1509,P006546,6.0,423.54,70.59,1,1,1
2023-10,ITEM_1510,P006557,6.0,423.54,70.59,1,1,1
2021-04,ITEM_1512,P004980,1.0,420.0,420.0,1,1,1
2021-04,ITEM_1513,P001163,150.0,210.0,1.4,3,1,1
2021-05,ITEM_1513,P001163,300.0,420.0,1.4,1,1,1
2023-07,ITEM_1515,P006287,10.0,420.0,42.0,1,1,1
2025-07,ITEM_1516,301647,6.0,420.0,,1,1,1
2023-03,ITEM_1517,P007287,2.0,419.38,209.69,1,1,1
2023-05,ITEM_1517,P007287,2.0,419.38,209.69,1,1,1
2024-10,ITEM_1518,300765,4.0,419.04,,1,1,1
2022-06,ITEM_1519,P002386,60.0,418.2,6.97,1,1,1
2023-02,ITEM_1519,P002386,30.0,245.2,8.173333,1,1,1
2024-03,ITEM_1522,304103,10.0,415.91,,1,1,1
2024-04,ITEM_1523,302104,30.0,281.25,,1,1,1
2025-06,ITEM_1523,302104,1.0,415.89,,1,1,1
2025-06,ITEM_1525,305242,16.0,414.4,,1,1,1
2024-04,ITEM_1527,302295,420.0,541.88,,2,1,1
2021-01,ITEM_1528,P001008,30.0,548.28,18.276,3,2,1
2021-02,ITEM_1528,P001008,20.0,334.45,16.7223,3,2,1
2021-03,ITEM_1528,P001008,28.0,425.88,15.210071428571428,4,4,1
2021-04,ITEM_1528,P001008,20.0,159.77,7.9885,1,1,1
2021-05,ITEM_1528,P001008,17.0,224.335,13.196176470588236,3,1,1
2021-06,ITEM_1528,P001008,22.0,187.8,8.53620909090909,2,2,1
2021-07,ITEM_1528,P001008,6.0,101.28,16.88,1,1,1
2021-08,ITEM_1528,P001008,47.0,782.9860029999999,16.659106446808508,7,3,1
2021-09,ITEM_1528,P001008,12.0,180.0,15.0,1,1,1
2021-10,ITEM_1528,P001008,30.0,459.0,15.3,2,1,1
2021-12,ITEM_1528,P001008,26.0,354.856,13.648115384615382,3,2,1
2022-01,ITEM_1528,P001008,44.0,636.615,14.468522727272727,3,3,1
2022-02,ITEM_1528,P001008,12.0,306.0,25.5,1,1,1
2022-03,ITEM_1528,P001008,30.0,612.84,20.428,3,3,1
2022-04,ITEM_1528,P001008,68.0,1156.543996,17.00799994117647,6,3,1
2022-05,ITEM_1528,P001008,27.0,432.37,16.01377777777778,3,1,1
2022-06,ITEM_1528,P001008,6.0,147.6,24.600000000000005,1,1,1
2022-08,ITEM_1528,P001008,11.0,236.652,21.51381818181818,2,2,1
2022-10,ITEM_1528,P001008,53.0,711.3199999999999,13.421132075471698,5,3,1
2022-11,ITEM_1528,P001008,25.0,473.54999999999995,18.942,2,2,1
2023-01,ITEM_1528,P001008,27.0,428.01,15.852222222222222,2,2,1
2023-02,ITEM_1528,P001008,4.0,64.48,16.12,1,1,1
2023-03,ITEM_1528,P001008,12.0,188.65,15.7208335,2,2,1
2023-04,ITEM_1528,P001008,26.0,474.84,18.263076923076923,2,1,1
2023-05,ITEM_1528,P001008,38.0,585.0,15.394736842105264,2,2,1
2023-07,ITEM_1528,P001008,34.0,596.573,17.546264941176474,3,2,1
2023-08,ITEM_1528,P001008,24.0,326.38,13.599166666666667,2,2,1
2023-09,ITEM_1528,P001008,15.0,187.5,12.5,1,1,1
2023-10,ITEM_1528,P001008,22.0,318.0,14.454545454545455,4,4,1
2023-11,ITEM_1528,P001008,28.0,520.8,18.6,2,2,1
2025-02,ITEM_1528,P001008,10.0,117.77,,1,1,1
2025-06,ITEM_1528,P001008,6.0,19.8,,1,1,1
2025-07,ITEM_1528,P001008,44.0,485.98,,3,2,1
2025-08,ITEM_1528,P001008,10.0,112.64,,1,1,1
2025-09,ITEM_1528,P001008,10.0,109.91,,1,1,1
2025-12,ITEM_1528,P001008,4.0,20.46,,1,1,1
2025-06,ITEM_1530,305372,6.0,412.99,,1,1,1
2025-06,ITEM_1531,305364,2.0,411.8,,1,1,1
2021-10,ITEM_1532,P004986,1.0,190.0,190.0,1,1,1
2023-03,ITEM_1532,P004986,1.0,411.75,411.75,1,1,1
2024-10,ITEM_1533,303901,12.0,411.38,,1,1,1
2023-05,ITEM_1534,P006015,10.0,410.82,41.082,1,1,1
2023-07,ITEM_1535,P005920,2.0,107.0,50.0,1,1,1
2023-10,ITEM_1535,P005920,2.0,112.0,56.0,1,1,1
2023-11,ITEM_1535,P005920,2.0,410.59,205.295,1,1,1
2021-11,ITEM_1536,P005879,3.0,1230.57,363.0,3,3,1
2023-07,ITEM_1537,P006283,1.0,409.96,409.96,1,1,1
2022-05,ITEM_1538,P005648,30.0,15.94,0.5313,1,1,1
2023-01,ITEM_1538,P005648,2.0,409.41678,204.70839,1,1,1
2023-06,ITEM_1538,P005648,50.0,28.49,0.5698,1,1,1
2023-11,ITEM_1538,P005648,200.0,192.0,0.96,1,1,1
2023-05,ITEM_1539,P007844,12.0,324.64,27.054166,2,2,1
2023-06,ITEM_1539,P007844,12.0,324.65,27.054099999999995,2,2,1
2023-09,ITEM_1539,P007844,16.0,408.82,25.55125,1,1,1
2025-06,ITEM_1540,305959,6.0,408.1,,1,1,1
2025-08,ITEM_1540,305959,2.0,219.7,,2,1,1
2023-03,ITEM_1541,P005898,1.0,407.0,407.0,1,1,1
2025-07,ITEM_1542,300904,20.0,407.0,,1,1,1
2025-08,ITEM_1542,300904,10.0,203.5,,1,1,1
2022-09,ITEM_1543,P003037,4.0,406.8,101.7,1,1,1
2023-07,ITEM_1544,P003858,4.0,388.196,90.7,1,1,1
2023-10,ITEM_1544,P003858,4.0,406.32,101.58,1,1,1
2023-11,ITEM_1544,P003858,4.0,324.6,81.15,1,1,1
2023-09,ITEM_1545,P007857,2.0,405.08,184.125,1,1,1
2022-04,ITEM_1546,P006339,2.0,101.56,50.78,1,1,1
2022-05,ITEM_1546,P006339,8.0,405.05,50.63125,1,1,1
2023-08,ITEM_1546,P006339,6.0,397.06,66.176667,1,1,1
2024-04,ITEM_1548,302021,60.0,93.36,,1,1,1
2024-06,ITEM_1548,302021,86.0,469.8,,2,2,1
2024-09,ITEM_1548,302021,13.0,96.58,,2,1,1
2024-05,ITEM_1549,303229,2.0,403.15,,1,1,1
2023-05,ITEM_1550,P006083,20.0,402.5846,20.12923,1,1,1
2023-05,ITEM_1551,P006084,20.0,402.5846,20.12923,1,1,1
2023-05,ITEM_1553,P006009,150.0,402.22005,2.681467,1,1,1
2021-02,ITEM_1554,P003752,6.0,336.0,56.0,2,1,1
2021-06,ITEM_1554,P003752,3.0,120.0,40.0,1,1,1
2021-08,ITEM_1554,P003752,6.0,336.0,56.0,1,1,1
2021-09,ITEM_1554,P003752,4.0,169.4,42.35,1,1,1
2022-12,ITEM_1554,P003752,10.0,400.0,40.0,1,1,1
2023-03,ITEM_1554,P003752,4.0,281.6,70.4,1,1,1
2023-11,ITEM_1554,P003752,5.0,144.0,28.8,1,1,1
2024-04,ITEM_1555,400089,160.0,95.2,,1,1,1
2025-05,ITEM_1555,400089,12.0,122.73,,1,1,1
2025-06,ITEM_1555,400089,26.0,400.22,,3,3,1
2025-07,ITEM_1555,400089,10.0,236.64,,1,1,1
2025-08,ITEM_1555,400089,10.0,147.96,,1,1,1
2025-11,ITEM_1555,400089,6.0,400.0,,1,1,1
2025-12,ITEM_1555,400089,19.0,288.76,,3,2,1
2025-07,ITEM_1556,400077,6.0,191.05,,1,1,1
2025-12,ITEM_1556,400077,6.0,400.0,,1,1,1
2021-01,ITEM_1557,P003441,8.0,442.44,55.305,2,2,1
2021-02,ITEM_1557,P003441,4.0,222.0,55.5,1,1,1
2022-10,ITEM_1557,P003441,1.0,6.85,6.85,1,1,1
2023-03,ITEM_1557,P003441,6.0,399.48,66.58,1,1,1
2021-02,ITEM_1558,P000812,1.0,399.0,399.0,1,1,1
2021-05,ITEM_1558,P000812,1.0,399.0,399.0,1,1,1
2025-06,ITEM_1559,305419,1.0,398.98,,1,1,1
2023-02,ITEM_1560,P001070,10.0,398.3,39.83,1,1,1
2023-08,ITEM_1560,P001070,6.0,104.181,17.3635,1,1,1
2025-05,ITEM_1561,304722,1.0,219.37,,1,1,1
2025-12,ITEM_1561,304722,2.0,472.88,,2,2,1
2022-11,ITEM_1562,P006643,2.0,397.64,198.82,1,1,1
2021-05,ITEM_1563,P005144,1.0,397.39,397.39,1,1,1
2022-05,ITEM_1564,P006708,2.0,397.17,198.584,1,1,1
2021-07,ITEM_1565,P003596,48.0,396.0,8.25,1,1,1
2023-05,ITEM_1566,P006165,12.0,395.928996,32.994083,1,1,1
2022-05,ITEM_1567,P006710,2.0,395.69,197.844,1,1,1
2021-04,ITEM_1568,P002481,1.0,120.0,120.0,1,1,1
2022-04,ITEM_1568,P002481,1.0,118.32,118.32,1,1,1
2023-01,ITEM_1568,P002481,1.0,118.31,118.31,1,1,1
2023-03,ITEM_1568,P002481,3.0,395.01,131.67,1,1,1
2023-08,ITEM_1569,P006362,1.0,395.0,395.0,1,1,1
2023-06,ITEM_1570,P006135,2.0,393.5,196.75,1,1,1
2024-04,ITEM_1571,304012,20.0,393.24,,1,1,1
2021-09,ITEM_1573,P002269,4.0,112.2,28.05,1,1,1
2022-04,ITEM_1573,P002269,1.0,27.65,27.65,1,1,1
2022-05,ITEM_1573,P002269,6.0,168.3,28.05,1,1,1
2022-06,ITEM_1573,P002269,6.0,354.0,59.0,1,1,1
2023-02,ITEM_1573,P002269,14.0,392.98,28.07,1,1,1
2021-07,ITEM_1574,P005461,15.0,89.25,5.95,1,1,1
2021-11,ITEM_1574,P005461,8.0,392.8,49.1,1,1,1
2022-02,ITEM_1574,P005461,12.0,49.68,4.14,1,1,1
2022-09,ITEM_1574,P005461,7.0,76.3,10.9,1,1,1
2022-11,ITEM_1574,P005461,10.0,38.2,3.8199999999999994,1,1,1
2023-02,ITEM_1574,P005461,4.0,16.0,4.0,1,1,1
2023-06,ITEM_1575,P006208,1.0,391.41,391.41,1,1,1
2023-06,ITEM_1576,P007893,8.0,391.36,48.92,1,1,1
2023-10,ITEM_1576,P007893,4.0,195.68,48.92,1,1,1
2023-11,ITEM_1577,P008222,8.0,391.18,44.86,1,1,1
2025-08,ITEM_1578,305736,2.0,781.33,,2,1,1
2023-08,ITEM_1579,P000965,5.0,390.599998,78.12,1,1,1
2023-09,ITEM_1579,P000965,1.0,78.12,78.12,1,1,1
2022-04,ITEM_1580,P001256,12.0,389.52,32.46,1,1,1
2023-04,ITEM_1580,P001256,4.0,145.02,36.255,1,1,1
2023-09,ITEM_1580,P001256,4.0,111.04,27.76,1,1,1
2021-01,ITEM_1582,P003095,10.0,388.3,38.83,1,1,1
2021-08,ITEM_1582,P003095,6.0,232.98,38.83,1,1,1
2022-02,ITEM_1582,P003095,3.0,116.49,38.83,1,1,1
2022-07,ITEM_1583,P006840,2.0,387.42,193.71,1,1,1
2021-02,ITEM_1584,P005463,8.0,258.24,32.28,1,1,1
2021-07,ITEM_1584,P005463,12.0,387.36,32.28,1,1,1
2021-11,ITEM_1584,P005463,8.0,180.88,22.61,1,1,1
2022-02,ITEM_1584,P005463,8.0,258.24,32.28,1,1,1
2022-06,ITEM_1584,P005463,4.0,104.76,26.19,1,1,1
2022-09,ITEM_1584,P005463,4.0,129.12,32.28,1,1,1
2023-02,ITEM_1584,P005463,8.0,260.0,32.5,1,1,1
2023-10,ITEM_1584,P005463,12.0,314.28,26.19,1,1,1
2023-11,ITEM_1584,P005463,12.0,314.28,26.19,1,1,1
2024-04,ITEM_1585,301118,20.0,89.88,,1,1,1
2025-06,ITEM_1585,301118,2.0,41.2,,1,1,1
2025-07,ITEM_1585,301118,10.0,387.0,,1,1,1
2025-08,ITEM_1585,301118,20.0,360.0,,1,1,1
2021-02,ITEM_1586,P001358,4.0,386.46,96.616,1,1,1
2021-11,ITEM_1586,P001358,1.0,115.0,115.0,1,1,1
2021-02,ITEM_1589,P002293,35.0,385.0,11.0,1,1,1
2021-07,ITEM_1589,P002293,27.0,297.0,11.0,1,1,1
2025-08,ITEM_1590,306324,4.0,384.85,,1,1,1
2023-07,ITEM_1591,P003849,24.0,367.224,14.300000000000002,1,1,1
2023-10,ITEM_1591,P003849,24.0,384.48,16.02,1,1,1
2023-11,ITEM_1591,P003849,24.0,182.93,7.622083,1,1,1
2021-04,ITEM_1592,P000841,12.0,384.0,32.0,1,1,1
2022-01,ITEM_1593,P005333,8.0,384.0,48.0,1,1,1
2024-04,ITEM_1594,302376,320.0,384.0,,1,1,1
2025-09,ITEM_1595,302860,120.0,382.5,,1,1,1
2023-03,ITEM_1596,P003974,10.0,381.92,38.192,1,1,1
2021-03,ITEM_1598,P000598,20.0,380.8,19.04,1,1,1
2021-06,ITEM_1598,P000598,20.0,126.84,6.342,1,1,1
2021-08,ITEM_1598,P000598,5.0,95.2,19.04,1,1,1
2022-01,ITEM_1598,P000598,14.0,161.0,11.5,4,4,1
2022-02,ITEM_1598,P000598,3.0,34.5,11.5,1,1,1
2023-02,ITEM_1598,P000598,10.0,122.52,12.252,1,1,1
2023-11,ITEM_1598,P000598,5.0,60.0,12.0,1,1,1
2023-12,ITEM_1598,P000598,10.0,140.0,14.0,1,1,1
2021-01,ITEM_1599,P000416,22.0,190.5,8.659090909090908,2,2,1
2021-03,ITEM_1599,P000416,20.0,206.4,10.319999999999999,2,2,1
2021-04,ITEM_1599,P000416,7.0,40.6,5.8,1,1,1
2021-07,ITEM_1599,P000416,12.0,110.88,9.24,1,1,1
2021-11,ITEM_1599,P000416,12.0,120.6,10.05,1,1,1
2022-03,ITEM_1599,P000416,18.0,186.48,10.36,1,1,1
2022-04,ITEM_1599,P000416,12.0,124.32,10.36,1,1,1
2022-11,ITEM_1599,P000416,24.0,318.6,13.275,2,1,1
2023-02,ITEM_1599,P000416,8.0,331.71,41.463749750000005,2,1,1
2023-04,ITEM_1599,P000416,6.0,75.0,12.5,1,1,1
2023-05,ITEM_1599,P000416,25.0,388.39,15.535519999999998,2,2,1
2023-06,ITEM_1599,P000416,24.0,380.689992,15.862083,1,1,1
2023-08,ITEM_1599,P000416,3.0,23.1,7.7,1,1,1
2023-09,ITEM_1599,P000416,15.0,150.0,10.0,1,1,1
2023-11,ITEM_1599,P000416,16.0,149.3,9.33125,4,1,1
2023-12,ITEM_1599,P000416,30.0,378.0,12.6,1,1,1
2022-10,ITEM_1600,P005048,2.0,380.0,190.0,1,1,1
2022-12,ITEM_1601,P007158,1.0,380.0,380.0,1,1,1
2023-06,ITEM_1603,P002848,2.0,380.0,190.0,1,1,1
2023-09,ITEM_1604,P003721,4.0,380.0,95.0,1,1,1
2023-06,ITEM_1605,P006211,1.0,379.649999,379.649999,1,1,1
2021-06,ITEM_1606,P005932,2.0,378.88,189.44,1,1,1
2021-01,ITEM_1607,P003843,12.0,283.8,23.649999999999995,1,1,1
2021-05,ITEM_1607,P003843,12.0,283.8,23.649999999999995,1,1,1
2021-09,ITEM_1607,P003843,24.0,387.39,16.14124975,2,1,1
