FechaCont,ProveedorAnonimo,ItemAnonimo,ItemCode,Quantity,PrecioUnitario,SubTotal,NaveAnonima,Tipo,ParteTecnica,CostoCalculado,ClasificacionDiferenciaMonetaria,EsItemElegibleIndividual
2023-10-09,PROV_200,ITEM_0803,P003868,12.0,95.31,1143.72,NAVE_001,BUQUE,REPUESTOS MECANICOS,1143.72,Coincidencia exacta,True
2022-11-01,PROV_052,ITEM_0804,P006686,12.0,95.29,1143.48,NAVE_011,BUQUE,REPUESTOS MECANICOS,1143.48,Coincidencia exacta,True
2022-11-01,PROV_052,ITEM_0805,P006687,12.0,95.29,1143.48,NAVE_011,BUQUE,REPUESTOS MECANICOS,1143.48,Coincidencia exacta,True
2024-08-15,PROV_331,ITEM_0000,PS00006,1.0,,1142.7,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-06-09,PROV_263,ITEM_0750,P003981,12.0,95.2,1142.4,NAVE_005,REMOLCADOR,FILTROS,1142.4,Coincidencia exacta,True
2022-02-11,PROV_263,ITEM_0750,P003981,12.0,95.2,1142.4,NAVE_005,REMOLCADOR,FILTROS,1142.4,Coincidencia exacta,True
2022-02-11,PROV_263,ITEM_0750,P003981,12.0,95.2,1142.4,NAVE_006,REMOLCADOR,FILTROS,1142.4,Coincidencia exacta,True
2022-02-11,PROV_263,ITEM_0750,P003981,12.0,95.2,1142.4,NAVE_009,REMOLCADOR,FILTROS,1142.4,Coincidencia exacta,True
2021-11-05,PROV_022,ITEM_0806,P005476,1.0,1140.55,1140.55,NAVE_002,BUQUE,REPUESTOS MECANICOS,1140.55,Coincidencia exacta,True
2023-07-12,PROV_231,ITEM_0049,PS00013,1.0,1140.4,1140.4,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1140.4,Coincidencia exacta,True
2023-10-18,PROV_220,ITEM_0807,P008305,12.0,95.03,1140.36,NAVE_010,REMOLCADOR,REPUESTOS MECANICOS,1140.3600000000001,Coincidencia exacta,True
2021-06-03,PROV_189,ITEM_0000,PS00006,1.0,1140.2,1140.2,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1140.2,Coincidencia exacta,True
2021-09-17,PROV_141,ITEM_0000,PS00006,1.0,1140.0,1140.0,NAVE_006,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1140.0,Coincidencia exacta,True
2024-09-16,PROV_353,ITEM_0000,PS00006,1.0,,1140.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-09-05,PROV_260,ITEM_0607,P007019,1.0,1139.64975,1139.65,NAVE_009,REMOLCADOR,FERRETERIA,1139.64975,Coincidencia exacta,True
2021-05-04,PROV_170,ITEM_0000,PS00006,1.0,1138.0,1138.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,1138.0,Coincidencia exacta,True
2024-04-23,PROV_054,ITEM_0000,PS00006,1.0,,1138.0,NAVE_009,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-04-23,PROV_054,ITEM_0000,PS00006,1.0,,1138.0,NAVE_006,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-08-05,PROV_139,ITEM_0000,PS00006,1.0,1137.0,1137.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1137.0,Coincidencia exacta,True
2022-08-11,PROV_205,ITEM_0808,P005560,2.0,568.18,1136.36,NAVE_002,BUQUE,REPUESTOS MECANICOS,1136.36,Coincidencia exacta,False
2022-03-09,PROV_165,ITEM_0124,PS00001,1.0,1135.8,1135.8,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1135.8,Coincidencia exacta,True
2025-09-01,PROV_162,ITEM_0000,PS00006,1.0,,1135.5,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-12-08,PROV_122,ITEM_0809,P008435,3.0,378.0,1134.0,NAVE_004,REMOLCADOR,REPUESTOS MECANICOS,1134.0,Coincidencia exacta,True
2023-11-22,PROV_030,ITEM_0000,PS00006,1.0,1132.0,1132.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1132.0,Coincidencia exacta,True
2023-11-22,PROV_030,ITEM_0000,PS00006,1.0,1132.0,1132.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1132.0,Coincidencia exacta,True
2023-11-22,PROV_030,ITEM_0000,PS00006,1.0,1132.0,1132.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1132.0,Coincidencia exacta,True
2023-11-22,PROV_030,ITEM_0000,PS00006,1.0,1132.0,1132.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1132.0,Coincidencia exacta,True
2023-11-22,PROV_030,ITEM_0000,PS00006,1.0,1132.0,1132.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1132.0,Coincidencia exacta,True
2023-11-13,PROV_004,ITEM_0626,P008209,24.0,43.24,1131.16,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,1037.76,Diferencia material,True
2022-11-01,PROV_052,ITEM_0810,P006656,1.0,1130.59,1130.59,NAVE_011,BUQUE,REPUESTOS MECANICOS,1130.59,Coincidencia exacta,False
2022-12-02,PROV_068,ITEM_0000,PS00006,1.0,1130.0,1130.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1130.0,Coincidencia exacta,True
2025-01-01,PROV_130,ITEM_0000,PS00006,1.0,,1130.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-04-22,PROV_165,ITEM_0124,PS00001,1.0,1127.97,1127.97,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1127.97,Coincidencia exacta,True
2023-09-04,PROV_004,ITEM_0687,P003982,16.0,65.241,1127.37,NAVE_004,REMOLCADOR,FILTROS,1043.856,Diferencia material,True
2023-07-31,PROV_010,ITEM_0777,P003885,12.0,87.8,1127.352,NAVE_001,BUQUE,REPUESTOS MECANICOS,1053.6,Diferencia material,True
2021-05-06,PROV_085,ITEM_0811,P001241,5.0,225.44,1127.2,NAVE_002,BUQUE,FERRETERIA,1127.2,Coincidencia exacta,True
2025-04-01,PROV_012,ITEM_0812,305572,1.0,,1125.45,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,,No evaluable,True
2021-03-11,PROV_009,ITEM_0000,PS00006,1.0,1125.0,1125.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1125.0,Coincidencia exacta,True
2021-03-11,PROV_009,ITEM_0000,PS00006,1.0,1125.0,1125.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1125.0,Coincidencia exacta,True
2021-10-19,PROV_067,ITEM_0000,PS00006,1.0,1125.0,1125.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1125.0,Coincidencia exacta,True
2021-12-14,PROV_084,ITEM_0000,PS00006,1.0,1125.0,1125.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1125.0,Coincidencia exacta,True
2023-10-04,PROV_084,ITEM_0000,PS00006,1.0,1125.0,1125.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1125.0,Coincidencia exacta,True
2023-07-31,PROV_010,ITEM_0782,P003882,1.0,1050.9,1124.463,NAVE_001,BUQUE,REPUESTOS MECANICOS,1050.9,Diferencia material,True
2024-09-26,PROV_054,ITEM_0000,PS00006,1.0,,1120.66,NAVE_013,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-07-03,PROV_354,ITEM_0813,P006257,1.0,1120.0,1120.0,NAVE_008,BUQUE,REPUESTOS MECANICOS,1120.0,Coincidencia exacta,True
2025-04-01,PROV_191,ITEM_0000,PS00006,1.0,,1120.0,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-05-01,PROV_355,ITEM_0000,PS00006,1.0,,1120.0,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-08-01,PROV_232,ITEM_0000,PS00006,1.0,,1120.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-10-21,PROV_079,ITEM_0183,P003449,2.0,559.5,1119.0,NAVE_007,BUQUE,QUIMICOS,1119.0,Coincidencia exacta,True
2023-08-01,PROV_152,ITEM_0438,P003768,2.0,559.5,1119.0,NAVE_002,BUQUE,QUIMICOS,1119.0,Coincidencia exacta,True
2023-09-14,PROV_152,ITEM_0183,P003449,2.0,559.5,1119.0,NAVE_002,BUQUE,QUIMICOS,1119.0,Coincidencia exacta,True
2024-09-06,PROV_012,ITEM_0814,400071,6.0,,1119.0,NAVE_001,BUQUE,FILTROS,,No evaluable,True
2025-08-01,PROV_217,ITEM_0000,PS00006,1.0,,1118.52,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-08-11,PROV_069,ITEM_0000,PS00006,1.0,1116.0,1116.0,NAVE_010,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1116.0,Coincidencia exacta,True
2021-09-09,PROV_022,ITEM_0815,P005239,400.0,2.79,1116.0,NAVE_008,BUQUE,FERRETERIA,1116.0,Coincidencia exacta,True
2021-09-09,PROV_022,ITEM_0815,P005239,400.0,2.79,1116.0,NAVE_001,BUQUE,FERRETERIA,1116.0,Coincidencia exacta,True
2023-11-08,PROV_084,ITEM_0000,PS00006,1.0,1116.0,1116.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1116.0,Coincidencia exacta,True
2022-03-04,PROV_024,ITEM_0816,P006412,1.0,1115.79,1115.79,NAVE_005,REMOLCADOR,REPUESTOS MECANICOS,1115.79,Coincidencia exacta,True
2021-07-10,PROV_139,ITEM_0817,P006082,2.0,557.5,1115.0,NAVE_010,REMOLCADOR,FERRETERIA,1115.0,Coincidencia exacta,False
2023-08-07,PROV_301,ITEM_0009,PS00012,1.0,1115.0,1115.0,NAVE_010,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1115.0,Coincidencia exacta,True
2021-08-17,PROV_193,ITEM_0609,P002381,3.0,371.41,1114.23,NAVE_011,BUQUE,ACEITE,1114.23,Coincidencia exacta,False
2024-02-09,PROV_006,ITEM_0000,PS00006,6.0,,1112.76,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-04-01,PROV_220,ITEM_0000,PS00006,1.0,,1111.86,NAVE_010,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-08-05,PROV_168,ITEM_0266,302622,1.0,,1111.22,NAVE_002,BUQUE,FERRETERIA,,No evaluable,True
2021-12-02,PROV_165,ITEM_0124,PS00001,1.0,1111.0,1111.0,NAVE_013,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1111.0,Coincidencia exacta,True
2021-12-02,PROV_165,ITEM_0124,PS00001,1.0,1111.0,1111.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1111.0,Coincidencia exacta,True
2023-11-10,PROV_022,ITEM_0782,P003882,1.0,1110.65,1110.65,NAVE_001,BUQUE,REPUESTOS MECANICOS,1110.65,Coincidencia exacta,True
2021-03-10,PROV_104,ITEM_0000,PS00006,1.0,1110.0,1110.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1110.0,Coincidencia exacta,True
2021-04-19,PROV_066,ITEM_0009,PS00012,1.0,1110.0,1110.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,1110.0,Coincidencia exacta,True
2021-06-29,PROV_055,ITEM_0818,P005236,1.0,1110.0,1110.0,NAVE_002,BUQUE,REPUESTOS MECANICOS,1110.0,Coincidencia exacta,False
2021-11-09,PROV_356,ITEM_0819,P003009,2.0,555.0,1110.0,NAVE_008,BUQUE,REPUESTOS MECANICOS,1110.0,Coincidencia exacta,True
2023-05-22,PROV_247,ITEM_0000,PS00006,1.0,1110.0,1110.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1110.0,Coincidencia exacta,True
2025-02-01,PROV_105,ITEM_0000,PS00006,1.0,,1110.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-07-01,PROV_056,ITEM_0000,PS00006,1.0,,1110.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-08-01,PROV_012,ITEM_0703,P002367,10.0,,1109.9,NAVE_012,BUQUE,FERRETERIA,,No evaluable,True
2023-09-01,PROV_079,ITEM_0820,P004269,3.0,369.833335,1109.500005,NAVE_002,BUQUE,ACEITE,1109.5000049999999,Coincidencia exacta,True
2021-07-01,PROV_024,ITEM_0149,P005264,2.0,554.54,1109.08,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,1109.08,Coincidencia exacta,True
2023-11-13,PROV_004,ITEM_0821,P008225,16.0,63.59,1109.01,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,1017.44,Diferencia material,True
2023-10-09,PROV_200,ITEM_0494,P003804,2.0,554.18,1108.36,NAVE_001,BUQUE,REPUESTOS MECANICOS,1108.36,Coincidencia exacta,True
2023-03-20,PROV_301,ITEM_0009,PS00012,1.0,1106.9,1106.9,NAVE_010,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1106.9,Coincidencia exacta,True
2021-04-22,PROV_165,ITEM_0009,PS00012,1.0,1106.2,1106.2,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1106.2,Coincidencia exacta,True
2021-03-09,PROV_024,ITEM_0822,P005638,8.0,138.24,1105.92,NAVE_014,REMOLCADOR,FILTROS,1105.92,Coincidencia exacta,True
2022-07-11,PROV_165,ITEM_0124,PS00001,1.0,1105.69,1105.69,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,1105.69,Coincidencia exacta,True
2023-08-01,PROV_029,ITEM_0002,PS00009,1.0,1105.0,1105.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1105.0,Coincidencia exacta,True
2025-07-01,PROV_012,ITEM_0000,PS00006,1.0,,1103.65,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-10-15,PROV_165,ITEM_0124,PS00001,1.0,1103.15,1103.15,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,1103.15,Coincidencia exacta,True
2021-09-21,PROV_003,ITEM_0823,P005228,2.0,551.14,1102.28,NAVE_001,BUQUE,REPUESTOS MECANICOS,1102.28,Coincidencia exacta,True
2023-06-29,PROV_220,ITEM_0000,PS00006,1.0,1102.1,1102.1,NAVE_010,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1102.1,Coincidencia exacta,True
2021-09-21,PROV_003,ITEM_0824,P005223,4.0,275.3,1101.2,NAVE_001,BUQUE,REPUESTOS MECANICOS,1101.2,Coincidencia exacta,True
2025-08-01,PROV_012,ITEM_0825,305743,1.0,,1100.32,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2025-08-01,PROV_012,ITEM_0825,305743,1.0,,1100.31,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2021-03-05,PROV_072,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2021-04-19,PROV_208,ITEM_0826,P004446,22.0,50.0,1100.0,NAVE_011,BUQUE,FERRETERIA,1100.0,Coincidencia exacta,True
2021-04-22,PROV_067,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2021-07-15,PROV_324,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2021-08-02,PROV_035,ITEM_0827,P003747,1.0,1100.0,1100.0,NAVE_005,REMOLCADOR,REPUESTOS MECANICOS,1100.0,Coincidencia exacta,True
2022-04-22,PROV_035,ITEM_0454,P004450,1.0,1100.0,1100.0,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,1100.0,Coincidencia exacta,True
2022-06-10,PROV_130,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2022-08-10,PROV_135,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2022-09-16,PROV_107,ITEM_0009,PS00012,1.0,1100.0,1100.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-02-22,PROV_135,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-02-24,PROV_067,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-04-15,PROV_186,ITEM_0828,P005878,2.0,550.0,1100.0,NAVE_008,BUQUE,ACEITE,1100.0,Coincidencia exacta,True
2023-04-27,PROV_151,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-08-04,PROV_106,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-09-18,PROV_029,ITEM_0002,PS00009,1.0,1100.0,1100.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-10-20,PROV_072,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2023-11-06,PROV_067,ITEM_0000,PS00006,1.0,1100.0,1100.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1100.0,Coincidencia exacta,True
2025-01-01,PROV_043,ITEM_0000,PS00006,1.0,,1100.0,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-02-01,PROV_150,ITEM_0000,PS00006,1.0,,1100.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-04-01,PROV_357,ITEM_0000,PS00006,1.0,,1100.0,NAVE_005,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-09-01,PROV_032,ITEM_0000,PS00006,1.0,,1100.0,NAVE_012,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-09-16,PROV_016,ITEM_0000,PS00006,1.0,,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-10-18,PROV_143,ITEM_0000,PS00006,1.0,,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-05-08,PROV_045,ITEM_0000,PS00006,1.0,,1100.0,NAVE_011,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-09-09,PROV_043,ITEM_0000,PS00006,1.0,,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-10-09,PROV_040,ITEM_0000,PS00006,1.0,,1100.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-06-25,PROV_150,ITEM_0000,PS00006,1.0,,1100.0,NAVE_005,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-09-09,PROV_238,ITEM_0000,PS00006,1.0,1099.8,1099.8,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1099.8,Coincidencia exacta,True
2022-12-01,PROV_079,ITEM_0394,P007106,16.0,68.7,1099.2,NAVE_014,REMOLCADOR,ACEITE,1099.2,Coincidencia exacta,True
2022-06-23,PROV_021,ITEM_0829,P006922,4.0,261.6825,1099.07,NAVE_009,REMOLCADOR,REPUESTOS MECANICOS,1046.73,Diferencia menor,True
2022-11-08,PROV_022,ITEM_0830,P005406,16.0,68.635658,1098.17053,NAVE_007,BUQUE,REPUESTOS MECANICOS,1098.170528,Coincidencia exacta,False
2023-12-18,PROV_358,ITEM_0002,PS00009,1.0,1097.39,1097.39,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1097.39,Coincidencia exacta,True
2021-05-06,PROV_085,ITEM_0831,P005198,10.0,109.68571,1096.8571,NAVE_002,BUQUE,FERRETERIA,1096.8571,Coincidencia exacta,True
2024-04-12,PROV_013,ITEM_0000,PS00006,1.0,,1095.0,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2022-11-01,PROV_052,ITEM_0832,P006639,2.0,547.06,1094.12,NAVE_011,BUQUE,REPUESTOS MECANICOS,1094.12,Coincidencia exacta,True
2021-09-13,PROV_165,ITEM_0000,PS00006,1.0,1094.05,1094.05,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1094.05,Coincidencia exacta,True
2023-07-31,PROV_010,ITEM_0803,P003868,12.0,85.1,1092.684,NAVE_001,BUQUE,REPUESTOS MECANICOS,1021.1999999999999,Diferencia material,True
2025-08-01,PROV_012,ITEM_0685,306205,4.0,,1092.5,NAVE_001,BUQUE,REPUESTOS MECANICOS,,No evaluable,True
2024-11-20,PROV_150,ITEM_0000,PS00006,1.0,,1092.5,NAVE_009,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-04-03,PROV_309,ITEM_0000,PS00006,1.0,,1092.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-09-10,PROV_165,ITEM_0000,PS00006,1.0,1091.4,1091.4,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1091.4,Coincidencia exacta,True
2021-03-15,PROV_350,ITEM_0000,PS00006,1.0,1091.35,1091.35,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1091.35,Coincidencia exacta,True
2023-10-09,PROV_200,ITEM_0833,P005921,2.0,545.33,1090.66,NAVE_001,BUQUE,REPUESTOS MECANICOS,1090.66,Coincidencia exacta,True
2021-11-11,PROV_258,ITEM_0000,PS00006,1.0,1090.0,1090.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1090.0,Coincidencia exacta,True
2024-07-17,PROV_092,ITEM_0000,PS00006,1.0,,1090.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-02-01,PROV_085,ITEM_0834,P007215,2.0,544.84,1089.68,NAVE_013,REMOLCADOR,FERRETERIA,1089.68,Coincidencia exacta,True
2022-07-22,PROV_022,ITEM_0835,P005577,3.0,363.17,1089.51,NAVE_002,BUQUE,REPUESTOS MECANICOS,1089.51,Coincidencia exacta,False
2021-03-16,PROV_021,ITEM_0000,PS00006,1.0,900.0,1089.0,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,900.0,Diferencia material,True
2023-04-28,PROV_052,ITEM_0836,P003215,36.0,30.24,1088.64,NAVE_011,BUQUE,REPUESTOS MECANICOS,1088.6399999999999,Coincidencia exacta,True
2023-10-23,PROV_023,ITEM_0124,PS00001,1.0,1088.0,1088.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1088.0,Coincidencia exacta,True
2023-05-02,PROV_029,ITEM_0002,PS00009,1.0,1087.0,1087.0,NAVE_004,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1087.0,Coincidencia exacta,True
2022-02-22,PROV_024,ITEM_0440,P003442,16.0,67.868,1085.89,NAVE_013,REMOLCADOR,ACEITE,1085.888,Coincidencia exacta,True
2023-05-18,PROV_257,ITEM_0051,P005726,280.0,3.8775,1085.7,NAVE_002,BUQUE,FERRETERIA,1085.7,Coincidencia exacta,False
2022-06-21,PROV_141,ITEM_0000,PS00006,1.0,1085.0,1085.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1085.0,Coincidencia exacta,True
2025-06-01,PROV_317,ITEM_0000,PS00006,1.0,,1085.0,NAVE_014,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2021-11-17,PROV_004,ITEM_0837,P006072,6.0,160.0,1084.8,NAVE_006,REMOLCADOR,REPUESTOS MECANICOS,960.0,Diferencia material,False
2021-11-17,PROV_004,ITEM_0837,P006072,6.0,160.0,1084.8,NAVE_005,REMOLCADOR,REPUESTOS MECANICOS,960.0,Diferencia material,False
2023-06-14,PROV_059,ITEM_0000,PS00006,1.0,1083.0,1083.0,NAVE_006,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,1083.0,Coincidencia exacta,True
2023-11-08,PROV_231,ITEM_0049,PS00013,1.0,1082.6,1082.6,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,1082.6,Coincidencia exacta,True
2022-07-13,PROV_189,ITEM_0000,PS00006,1.0,1082.4,1082.4,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1082.4,Coincidencia exacta,True
2023-09-26,PROV_004,ITEM_0838,P007858,2.0,492.0,1082.4,NAVE_004,REMOLCADOR,REPUESTOS MECANICOS,984.0,Diferencia material,True
2023-09-21,PROV_165,ITEM_0124,PS00001,1.0,1081.600004,1081.600004,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1081.600004,Coincidencia exacta,True
2025-06-01,PROV_353,ITEM_0000,PS00006,1.0,,1080.87,NAVE_009,REMOLCADOR,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-09-04,PROV_004,ITEM_0839,P003497,45.0,22.228,1080.28,NAVE_014,REMOLCADOR,FILTROS,1000.2600000000001,Diferencia material,True
2021-09-10,PROV_165,ITEM_0840,P002275,1.0,1080.0,1080.0,NAVE_001,BUQUE,FERRETERIA,1080.0,Coincidencia exacta,True
2022-12-08,PROV_190,ITEM_0000,PS00006,1.0,1080.0,1080.0,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,1080.0,Coincidencia exacta,True
2025-08-01,PROV_278,ITEM_0000,PS00006,1.0,,1080.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-09-19,PROV_087,ITEM_0000,PS00006,1.0,,1080.0,NAVE_008,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-07-16,PROV_045,ITEM_0000,PS00006,1.0,,1080.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2024-08-12,PROV_123,ITEM_0000,PS00006,1.0,,1080.0,NAVE_002,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2025-06-01,PROV_012,ITEM_0766,P000599,10.0,,1077.13,NAVE_009,REMOLCADOR,FERRETERIA,,No evaluable,True
2021-11-05,PROV_022,ITEM_0841,P005471,4.0,268.99,1075.96,NAVE_002,BUQUE,REPUESTOS MECANICOS,1075.96,Coincidencia exacta,False
2024-02-22,PROV_103,ITEM_0000,PS00006,1.0,,1074.39,NAVE_004,REMOLCADORES,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
2023-06-20,PROV_023,ITEM_0000,PS00006,1.0,1073.5,1073.5,NAVE_001,BUQUE,SERVICIOS DE MANTENIMIENTO,1073.5,Coincidencia exacta,True
2024-07-19,PROV_042,ITEM_0000,PS00006,1.0,,1072.8,NAVE_007,BUQUE,SERVICIOS DE MANTENIMIENTO,,No evaluable,True
